bibnum,title,author,isbn,publicationyear,publisher,itemtype,itemcollection,floatingitem,itemlocation,reportdate,itemcount,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,subject_10,subject_11,subject_12,subject_13,subject_14,subject_15,subject_16,subject_17,subject_18,subject_19,subject_20,subject_21,subject_22
3304329,"Shoes, shoes, shoes","Morris, Ann, 1930-","0688161669, 9780688161668",[1998],"Mulberry Books,",jcbk,ncpic,NA,bea,2018-08-01T00:00:00.000,1,Shoes Juvenile literature,,,,,,,,,,,,,,,,,,,,,
2529129,Người chăn cừu và sư tử = The lion and the shepherd,"[biên dịch, Thu Dung, Thu Anh ; biên tập, Trần Thu Hằng].",,[2007],"Nhà xuất bản Văn Hóa Thông Tin,",jcbk,ncln,NA,idc,2018-04-01T00:00:00.000,1,Fables English Translations into Vietnamese Juvenile literature, Fables Juvenile literature, Vietnamese language materials Bilingual, Fables,,,,,,,,,,,,,,,,,,
2040917,"Polk city directory. Spokane south & east, WA.",,,c2000-,"Equifax,",arbk,caref,NA,cen,2018-07-01T00:00:00.000,7,Spokane County Wash Directories,,,,,,,,,,,,,,,,,,,,,
3226636,Adrift : an odd couple of polar bears,"Olien, Jessica","0062451774, 9780062451774",[2017],"Balzer + Bray, an imprint of HarperCollinsPublishers,",jcbk,ncpic,NA,swt,2018-05-01T00:00:00.000,1,Polar bear Juvenile fiction, Friendship Juvenile fiction, Individuality Juvenile fiction,,,,,,,,,,,,,,,,,,,
2858813,Nation of cowards : black activism in Barack Obama's post-racial America,"Ikard, David, 1972-","0253006287, 9780253006288",2012,"Indiana University Press,",acbk,canf,NA,cen,2018-10-01T00:00:00.000,1,Obama Barack Relations with African Americans, African Americans Politics and government 21st century, African Americans Social conditions 21st century, African Americans Economic conditions 21st century, Post racialism United States, Race awareness United States, United States Race relations Political aspects, United States Politics and government 2009,,,,,,,,,,,,,,
3283585,Star Wars ABC-3PO,"Glass, Calliope","1484741420, 9781484741429",2016,"Disney/Lucasfilm Press,",jcbk,ncpic,NA,cap,2018-03-01T00:00:00.000,1,Star Wars films Juvenile literature, English language Alphabet Juvenile literature, Alphabet books Juvenile literature, Robots Juvenile literature,,,,,,,,,,,,,,,,,,
237939,Riviera towns,"Gibbons, Herbert Adams, 1880-1934",,1920,"R.M. McBride & co.,",acbk,cs8,NA,cen,2018-08-01T00:00:00.000,1,Riviera France Description and travel,,,,,,,,,,,,,,,,,,,,,
3296355,Reach the beach,Fixx (Musical group),,[2003],"MCA,",accd,nacd,Floating,mag,2018-11-01T00:00:00.000,1,Rock music 1981 1990,,,,,,,,,,,,,,,,,,,,,
2572950,Glover's mistake,"Laird, Nick, 1975-","0670020974, 9780670020973",2009,"Viking,",acbk,cafic,NA,cen,2018-12-01T00:00:00.000,1,Roommates Fiction, Single men England London Fiction, Triangles Interpersonal relations Fiction, May December romances Fiction, Friendship Fiction, Jealousy Fiction, Psychological fiction,,,,,,,,,,,,,,,
2755442,Before the poison,"Robinson, Peter, 1950-","0062004794, 9780062004796",[2012],"William Morrow,",acbk,namys,Floating,mag,2018-05-01T00:00:00.000,1,Police England Yorkshire Fiction, Murder Investigation Fiction, Composers Fiction, Widowers Fiction, Guilt Fiction, Euthanasia Fiction, Yorkshire Dales England Fiction, Yorkshire England Fiction, Mystery fiction,,,,,,,,,,,,,
1876715,Convention on International Trade in Endangered Species of Wild Fauna and Flora.,,,,"Federal Wildlife Permit Office, U.S. Fish and Wildlife Service, U.S. Dept. of the Interior",armfc,cadocmf,NA,cen,2018-01-01T00:00:00.000,4,Convention on International Trade in Endangered Species of Wild Fauna and Flora 1973 March 3 Periodicals, Endangered species Periodicals, Wild animal trade Periodicals,,,,,,,,,,,,,,,,,,,
3331762,Maple syrup from the sugarhouse,"Knowlton, Laurie Lazzaro.","0807579432, 9780807579435",[2017],"Albert Whitman & Company,",jcbk,ncenf,NA,gwd,2018-11-01T00:00:00.000,1,Maple syrup Juvenile literature, Maple syrup Juvenile fiction, Families Juvenile fiction, Picture books,,,,,,,,,,,,,,,,,,
3037745,My first chess book : 35 easy and fun chess-based activities for children aged 7 years +,"Martin, Jessica E.","1782491570, 9781782491576",2014,"CICO Kidz,",jcbk,ncnf,NA,bro,2018-04-01T00:00:00.000,1,Chess Juvenile literature,,,,,,,,,,,,,,,,,,,,,
3175729,A history of sailing in 100 objects,"Pickthall, Barry","1472918851, 9781472918857",2016,"Adlard Coles Nautical,",acbk,nanf,NA,dlr,2018-07-01T00:00:00.000,1,Sailing History, Sailing ships History, Nautical instruments History,,,,,,,,,,,,,,,,,,,
3176507,Sirano yŏnae chojaktan = Cyrano Agency,"Lotte Entertainment ; Myung Films ; chejak, Sim Chae-myŏng ; kakpon kamdok, Kim Hyŏn-sŏk.",,[2015?].,"Asian Crush,",acdvd,nalndvd,Floating,hip,2018-11-01T00:00:00.000,1,Dating services Drama, Man woman relationships Korea South Drama, Dating Social customs Drama, Romantic comedy films, Feature films, Fiction films, Motion pictures Korean,,,,,,,,,,,,,,,
112996,Il grembiule rosso : romanzo,"Vigevani, Alberto, 1918-",,1975,"A. Mondadori,",acbk,caln,NA,cen,2018-06-01T00:00:00.000,1,,,,,,,,,,,,,,,,,,,,,,
1764855,Absolute monologues : European classics for men,[edited by Alison Reid and Simon Reade].,094823072X,1994,"Absolute Classics,",acbk,canf,NA,cen,2018-11-01T00:00:00.000,1,Monologues, European drama Translations into English,,,,,,,,,,,,,,,,,,,,
2936686,The dragon at the North Pole,"Klimo, Kate","0375870660, 0375871179, 0375970665, 9780375870668, 9780375871177, 9780375970665",[2013],"Random House,",jcbk,ncfic,NA,net,2018-03-01T00:00:00.000,1,Dragons Juvenile fiction, Magic Fiction, Santa Claus Juvenile fiction, Christmas Fiction, Cousins Juvenile fiction,,,,,,,,,,,,,,,,,
2702564,Mercury : the iron planet,"James, Lincoln","1433938278, 1433938286, 1433938294, 9781433938276, 9781433938283, 9781433938290",2011,"Gareth Stevens Pub.,",jcbk,ccnf,NA,cen,2018-11-01T00:00:00.000,1,Mercury Planet Juvenile literature,,,,,,,,,,,,,,,,,,,,,
2267749,Brighton Rock,"Greene, Graham, 1904-1991",142437972,2004,"Penguin Books,",acbk,nafic,NA,bal,2018-10-01T00:00:00.000,1,Gangsters England Brighton Fiction, Organized crime England Brighton Fiction, Brighton England Fiction, Psychological fiction, Thrillers Fiction,,,,,,,,,,,,,,,,,
3204082,Orca Chief,"Vickers, Roy Henry, 1946-","1550176935, 9781550176933",[2015],"Harbour Publishing,",jcbk,ncfft,NA,dth,2018-11-01T00:00:00.000,1,Tsimshian Indians British Columbia Folklore Juvenile literature, Legends British Columbia Juvenile literature,,,,,,,,,,,,,,,,,,,,
2139762,"Over-the-road bus security grant program : report of the Committee on Commerce, Science, and Transportation on S. 1739.","United States. Congress. Senate. Committee on Commerce, Science, and Transportation",,2002,"U.S. G.P.O.,",armfc,cadocmf,NA,cen,2018-07-01T00:00:00.000,1,Bus industry Security measures United States Finance, Buses United States Safety measures Finance,,,,,,,,,,,,,,,,,,,,
2498712,The golden voyage of Sinbad,Columbia Pictures ; produced by Charles H. Schneer and Ray Harryhausen ; screenplay by Brian Clemens from a story by Brian Clemens and Ray Harryhausen ; directed by Gordon Hessler.,"0767847431, 0767854330, 9780767847438",[2000],"Columbia Pictures Home Video,",acdvd,nadvd,Floating,cap,2018-08-01T00:00:00.000,1,Sindbad the Sailor Legendary character Drama, Magicians Drama, Feature films, Action and adventure films, Fantasy films, Video recordings for the hearing impaired,,,,,,,,,,,,,,,,
2007139,"Budget for 1958. : Secretary of the Treasury; Director, Bureau of the Budget: hearings before the United States House Committee on Appropriations, Eighty-Fifth Congress, first session, on Jan. 23-25, 1957.",United States. Congress. House. Committee on Appropriations,,1957,"U.S. G.P.O.,",armfc,cadocmf,NA,cen,2018-06-01T00:00:00.000,1,Budget United States,,,,,,,,,,,,,,,,,,,,,
2007862,"Miscellaneous Real Estate Transactions : hearings before the United States House Committee on Armed Services, Eighty-Fifth Congress, second session, on Feb. 20, 1958.",United States. Congress. House. Committee on Armed Services,,1958,"U.S. G.P.O.,",armfc,cadocmf,NA,cen,2018-05-01T00:00:00.000,1,United States Army Military construction operations, United States Air Force Military construction operations,,,,,,,,,,,,,,,,,,,,
2902077,Fraggle Rock. Meet the Fraggles,The Jim Henson Company.,,[2013],"Vivendi Entertainment,",jcdvd,ncdvd,Floating,fre,2018-08-01T00:00:00.000,1,Imaginary places Juvenile drama, Civilization Subterranean Juvenile drama, Neighbors Juvenile drama, Friendship Juvenile drama, Muppets Fictitious characters Juvenile drama, Television series, Fiction television programs, Puppet television programs, Childrens television programs, Video recordings for the hearing impaired,,,,,,,,,,,,
2556550,Seeing is forgetting the name of the thing one sees : over thirty years of conversations with Robert Irwin,"Weschler, Lawrence","0520256085, 0520256093, 9780520256088, 9780520256095",[2008],"University of California Press,",acbk,canf,NA,cen,2018-05-01T00:00:00.000,1,Irwin Robert 1928, Irwin Robert 1928 Aesthetics, Artists United States Biography, Art Modern 20th century,,,,,,,,,,,,,,,,,,
2994891,Ognennyĭ perst : [povesti],"Akunin, B. (Boris)","5170818750, 9785170818754",2014,"AST,",acbk,caln,NA,cen,2018-01-01T00:00:00.000,1,IAroslav Grand Duke of Kiev 978 1054 Fiction, Historical fiction Russian, Russia History To 1533 Fiction, Historical fiction,,,,,,,,,,,,,,,,,,
3296803,A legacy of spies,"Le Carré, John, 1931-2020,","0735225117, 9780735225114",[2017],"Viking,",acbk,nafic,NA,mgm,2018-09-01T00:00:00.000,1,Smiley George Fictitious character Fiction, Intelligence service Great Britain Fiction, Intelligence officers England Fiction, Cold War Fiction, Intelligence officers Fiction, Spy fiction, Thrillers Fiction,,,,,,,,,,,,,,,
1373139,Respirable Dust Center research program review.,,,19uu.,"U.S. Dept. of the Interior, Bureau of Mines,",armfc,cadocmf,NA,cen,2018-04-01T00:00:00.000,1,,,,,,,,,,,,,,,,,,,,,,
3254282,Why him?,"20th Century Fox ; a Red Hour/Twenty-One Laps/75 Year Plan production ; produced by Shawn Levy, Dan Levine, Ben Stiller, Jonah Hill ; screenplay by John Hamburg & Ian Helfer ; story by Jonah Hill and John Hamburg & Ian Helfer ; directed by John Hamburg.",,[2017],"20th Century Fox Home Entertainment,",acdvd,nadvd,Floating,gwd,2018-10-01T00:00:00.000,1,Billionaires Drama, Dating Social customs Drama, Parents Drama, Santa Clara Valley Santa Clara County Calif Drama, Feature films, Comedy films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities,,,,,,,,,,,,,
505423,The Ridiculous Theatrical Company presents Medea : a tragedy,"Ludlam, Charles",057367048X,[1988],"S. French,",acbk,canf,NA,cen,2018-06-01T00:00:00.000,2,,,,,,,,,,,,,,,,,,,,,,
3043834,Superlove,"Harper, Charise Mericle","0375869239, 0375969233, 9780375869235, 9780375969232",2014,"Alfred A. Knopf,",jcbk,ncpic,NA,dth,2018-04-01T00:00:00.000,1,Love Fiction, Weddings Juvenile fiction, Cats Juvenile fiction, Toys Juvenile fiction,,,,,,,,,,,,,,,,,,
3082434,Four seconds : all the time you need to stop counter-productive habits and get the results you want,"Bregman, Peter","0062372416, 9780062372413",c2015.,"HarperOne,",acbk,nanf,NA,dlr,2018-09-01T00:00:00.000,1,Self actualization Psychology, Distraction Psychology, Decision making, Success,,,,,,,,,,,,,,,,,,
3036018,Hand to mouth : [living in bootstrap America],"Tirado, Linda","1611763304, 9781611763300",[2014],"Penguin Audio,",accd,nacdnf,Floating,mon,2018-05-01T00:00:00.000,1,Poor United States, Poverty United States, Social classes United States, Audiobooks,,,,,,,,,,,,,,,,,,
2935875,Ray Charles,"Mathis, Sharon Bell","158430281X, 9781584302810",2006,"Lee & Low Books,",jcbk,ncln,NA,dth,2018-10-01T00:00:00.000,1,Charles Ray 1930 2004 Juvenile literature, Singers United States Biography Juvenile literature, Blind musicians United States Biography Juvenile literature, Singers Biography Juvenile literature, African Americans Biography Juvenile literature, Spanish language materials,,,,,,,,,,,,,,,,
3286332,Lowlands : [a novel],"Gallagher, Terence","1604891912, 9781604891911",[2017],"Livingston Press, The University of West Alabama,",acbk,nyfic,NA,bea,2018-12-01T00:00:00.000,1,High school students Fiction, Bildungsromans, Time travel Fiction, Young adult fiction, Coming of age Fiction, Celts Fiction, Teenage boys Fiction, Queens New York N Y Fiction, Ireland Fiction, Scotland Fiction, Time travel fiction,,,,,,,,,,,
112643,Monsoon seas; the story of the Indian Ocean.,"Villiers, Alan, 1903-1982",,[1952],"McGraw-Hill,",acbk,canf,NA,cen,2018-10-01T00:00:00.000,1,Indian Ocean,,,,,,,,,,,,,,,,,,,,,
2880662,"Superman. Volume 1, What price tomorrow?","Pérez, George, 1954-","1401234682, 1401236863, 9781401234683, 9781401236861",[2012],"DC Comics,",acbk,nycomic,NA,uni,2018-04-01T00:00:00.000,1,Superman Fictitious character Comic books strips etc, Superheroes Comic books strips etc, Graphic novels, Comic books strips etc, Superhero comic books strips etc,,,,,,,,,,,,,,,,,
3297046,"The night of wishes : or, The satanarchaeolidealcohellish notion potion","Ende, Michael","168137188X, 9781681371887",[2017],"New York Review of Books,",jcbk,ccfic,NA,cen,2018-05-01T00:00:00.000,1,Magic Juvenile fiction, Wizards Juvenile fiction, Humorous stories, Humorous fiction, Paranormal fiction,,,,,,,,,,,,,,,,,
205398,"The big gun : battleship main armament, 1860-1945","Hodges, Peter",870219170,[1981],"Naval Institute Press,",arbk,caref,NA,cen,2018-02-01T00:00:00.000,1,Ordnance Naval History, Battleships History,,,,,,,,,,,,,,,,,,,,
2544175,"Employer access to criminal background checks : the need for efficiency and accuracy : hearing before the Subcommittee on Crime, Terrorism, and Homeland Security of the Committee on the Judiciary, House of Representatives, One Hundred Tenth Congress, first session, April 26, 2007.","United States. Congress. House. Committee on the Judiciary. Subcommittee on Crime, Terrorism, and Homeland Security","0160814391, 9780160814396",2008,"U.S. G.P.O. : For sale by the Supt. of Docs., U.S. G.P.O.,",armfc,cadocmf,NA,cen,2018-06-01T00:00:00.000,1,Employee selection United States, Discrimination in employment United States, Criminals Employment United States, Ex convicts Employment, Employee screening United States,,,,,,,,,,,,,,,,,
2389273,Strekoza ee vosʹmi let,"Page, Martin, 1975-","5983580116, 5983580124",2004,"FreeFly,",acbk,caln,NA,cen,2018-09-01T00:00:00.000,1,,,,,,,,,,,,,,,,,,,,,,
2611062,Tyrannoclaus,"Lawler, Janet","0061170542, 0061170550, 9780061170546, 9780061170553",[2009],"HarperCollinsPublishers,",jcbk,nchol,NA,bea,2018-12-01T00:00:00.000,1,Stories in rhyme Juvenile fiction, Santa Claus Juvenile fiction, Dinosaurs Juvenile fiction,,,,,,,,,,,,,,,,,,,
3211851,The unsettlers : in search of the good life in today's America,"Sundeen, Mark, 1970-","1594631581, 9781594631580",2016,"Riverhead Books,",acbk,nanf,NA,net,2018-04-01T00:00:00.000,1,Self reliant living United States, Sustainable living United States, Alternative lifestyles United States, Simplicity, United States Civilization 21st century,,,,,,,,,,,,,,,,,
3307805,I know how you feel : the joy and heartbreak of friendship in women's lives,"Barth, F. Diane","0544870271, 9780544870277",2018,"Houghton Mifflin Harcourt,",acbk,canew,NA,cen,2018-04-01T00:00:00.000,1,Female friendship, Women Psychology, Interpersonal relations,,,,,,,,,,,,,,,,,,,
3162806,Let me get by,Tedeschi Trucks Band,,[2016],"Fantasy,",accd,nacd,Floating,mag,2018-09-01T00:00:00.000,1,Rock music 2011 2020, Rock music,,,,,,,,,,,,,,,,,,,,
2942185,Photoshop CC for dummies,"Bauer, Peter, 1957-","1118645758, 9781118645758",[2013],"For Dummies a Wiley brand,",acbk,nanf,NA,cap,2018-10-01T00:00:00.000,1,Adobe Photoshop, Photography Digital techniques, Computer graphics, Cloud computing,,,,,,,,,,,,,,,,,,
58640,Social realism: art as a weapon.,"Shapiro, David, 1916-2005",804432643,[1973],"Ungar,",acbk,canf,NA,cen,2018-05-01T00:00:00.000,1,Social realism United States, Art United States 20th century,,,,,,,,,,,,,,,,,,,,
2635499,How to know if it's time to go : a 10-step reality test for your marriage,"Birnbach, Lawrence, 1944-","1402766432, 9781402766435",[2010],"Sterling Ethos,",acbk,canf,NA,cen,2018-02-01T00:00:00.000,2,Marriage, Marriage Psychological aspects, Divorce,,,,,,,,,,,,,,,,,,,
2548085,Civil engineer guide to expeditionary force protection.,,,[2008],"Dept. of the Air Force,",acbk,canf,NA,cen,2018-12-01T00:00:00.000,1,United States Air Force Security measures Handbooks manuals etc, Military field engineering Handbooks manuals etc, Soldiers Protection United States Handbooks manuals etc, Fortification Field Handbooks manuals etc,,,,,,,,,,,,,,,,,,
3175038,"Geek parenting : what Joffrey, Jor-El, Maleficent, and the McFlys teach us about raising a family","Segal, Stephen H.","1594748705, 9781594748707",[2016],"Quirk Books,",acbk,canf,NA,cen,2018-02-01T00:00:00.000,1,Families 21st century, Parent and child Miscellanea, Parenting Handbooks manuals etc, Child rearing Miscellanea,,,,,,,,,,,,,,,,,,
3280895,"Onions etcetera : the essential allium cookbook : more than 150 recipes for leeks, scallions, garlic, shallots, ramps, chives and every sort of onion","Winslow, Kate","0997211318, 9780997211313",2017,"Burgess Lea Press,",acbk,nanf,NA,wts,2018-02-01T00:00:00.000,1,Cooking Onions, Cooking Leeks, Cooking Garlic, Cooking Chives, Shallot, Wild leek, Allium, Cookbooks,,,,,,,,,,,,,,
2971366,Darkness falls,"Hunter, Erin","0062102648, 0062102656, 9780062102645, 9780062102652",[2013],"HarperCollins, an imprint of HarperCollins publishers,",jcbk,ccfic,NA,cen,2018-10-01T00:00:00.000,1,Dogs Juvenile fiction, Wild dogs Juvenile fiction, Survival Juvenile fiction, Wilderness survival Juvenile fiction, Adventure stories, Fantasy,,,,,,,,,,,,,,,,
3077232,Heather has two mommies,"Newman, Lesléa","0763666319, 9780763666316",2015,"Candlewick Press,",jcbk,ncpic,NA,gwd,2018-10-01T00:00:00.000,1,Lesbian mothers Juvenile fiction, Lesbian couples as parents Juvenile fiction, Gay parents Juvenile fiction, Children of gay parents Juvenile fiction, Mothers and daughters Juvenile fiction, Families Juvenile fiction,,,,,,,,,,,,,,,,
1771226,"Ammonium nitrate, urea, and biuret fertilizers increase volume growth of 57-year-old Douglas-fir trees within a gradient of nitrogen deficiency","Miller, Richard E.",,[1996],"[U.S. Dept. of Agriculture, Forest Service, Pacific Northwest Research Station],",armfc,cadocmf,NA,cen,2018-03-01T00:00:00.000,1,Douglas fir Fertilizers Juvenile literature,,,,,,,,,,,,,,,,,,,,,
